COUNTDUMS,halfyear,f0LNGDP,f1LNGDP,f2LNGDP,f3LNGDP,f4LNGDP,f5LNGDP,f6LNGDP,f7LNGDP,f8LNGDP,f9LNGDP,f10LNGDP,CRISIS,l1LNGDP,l2LNGDP,l3LNGDP,l4LNGDP,l1CRISIS,l2CRISIS,l3CRISIS,l4CRISIS
6,59,1183.63748184283,1184.856406504875,1184.725904740716,1182.19025254981,1178.660493660304,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,0,1180.70763586769,1177.650259275233,1175.584094558003,1173.245774995233,0,0,0,0
6,60,1184.856406504875,1184.725904740716,1182.19025254981,1178.660493660304,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,0,1183.63748184283,1180.70763586769,1177.650259275233,1175.584094558003,0,0,0,0
6,61,1184.725904740716,1182.19025254981,1178.660493660304,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,0,1184.856406504875,1183.63748184283,1180.70763586769,1177.650259275233,0,0,0,0
6,62,1182.19025254981,1178.660493660304,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,0,1184.725904740716,1184.856406504875,1183.63748184283,1180.70763586769,0,0,0,0
6,63,1178.660493660304,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,0,1182.19025254981,1184.725904740716,1184.856406504875,1183.63748184283,0,0,0,0
6,64,1175.623634165059,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,0,1178.660493660304,1182.19025254981,1184.725904740716,1184.856406504875,0,0,0,0
6,65,1175.029299312334,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,2,1175.623634165059,1178.660493660304,1182.19025254981,1184.725904740716,0,0,0,0
6,66,1173.231859585753,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,6,1175.029299312334,1175.623634165059,1178.660493660304,1182.19025254981,2,0,0,0
6,67,1172.952712393197,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,8,1173.231859585753,1175.029299312334,1175.623634165059,1178.660493660304,6,2,0,0
6,68,1174.629944693174,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,5,1172.952712393197,1173.231859585753,1175.029299312334,1175.623634165059,8,6,2,0
6,69,1176.313730117428,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,3,1174.629944693174,1172.952712393197,1173.231859585753,1175.029299312334,5,8,6,2
6,70,1179.810237169054,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,0,1176.313730117428,1174.629944693174,1172.952712393197,1173.231859585753,3,5,8,6
6,71,1181.996491590376,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,0,1179.810237169054,1176.313730117428,1174.629944693174,1172.952712393197,0,3,5,8
6,72,1182.769292963303,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,0,1181.996491590376,1179.810237169054,1176.313730117428,1174.629944693174,0,0,3,5
6,73,1184.581109474977,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,0,1182.769292963303,1181.996491590376,1179.810237169054,1176.313730117428,0,0,0,3
6,74,1187.398109671258,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,0,1184.581109474977,1182.769292963303,1181.996491590376,1179.810237169054,0,0,0,0
6,75,1190.346288735213,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,0,1187.398109671258,1184.581109474977,1182.769292963303,1181.996491590376,0,0,0,0
6,76,1194.147630279037,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,0,1190.346288735213,1187.398109671258,1184.581109474977,1182.769292963303,0,0,0,0
6,77,1196.086741356624,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,0,1194.147630279037,1190.346288735213,1187.398109671258,1184.581109474977,0,0,0,0
6,78,1198.661610268274,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,0,1196.086741356624,1194.147630279037,1190.346288735213,1187.398109671258,0,0,0,0
6,79,1200.727894600959,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,0,1198.661610268274,1196.086741356624,1194.147630279037,1190.346288735213,0,0,0,0
6,80,1202.312739110928,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,0,1200.727894600959,1198.661610268274,1196.086741356624,1194.147630279037,0,0,0,0
6,81,1205.41668285892,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,0,1202.312739110928,1200.727894600959,1198.661610268274,1196.086741356624,0,0,0,0
6,82,1207.967004138207,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,0,1205.41668285892,1202.312739110928,1200.727894600959,1198.661610268274,0,0,0,0
6,83,1208.774010814599,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,0,1207.967004138207,1205.41668285892,1202.312739110928,1200.727894600959,0,0,0,0
6,84,1209.176316591124,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,0,1208.774010814599,1207.967004138207,1205.41668285892,1202.312739110928,0,0,0,0
6,85,1210.854359947083,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,0,1209.176316591124,1208.774010814599,1207.967004138207,1205.41668285892,0,0,0,0
6,86,1211.648101071112,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,0,1210.854359947083,1209.176316591124,1208.774010814599,1207.967004138207,0,0,0,0
6,87,1212.421285375714,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,0,1211.648101071112,1210.854359947083,1209.176316591124,1208.774010814599,0,0,0,0
6,88,1213.931158814767,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,0,1212.421285375714,1211.648101071112,1210.854359947083,1209.176316591124,0,0,0,0
6,89,1215.90796737239,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,0,1213.931158814767,1212.421285375714,1211.648101071112,1210.854359947083,0,0,0,0
6,90,1218.566610671594,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,0,1215.90796737239,1213.931158814767,1212.421285375714,1211.648101071112,0,0,0,0
6,91,1218.602482698718,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,0,1218.566610671594,1215.90796737239,1213.931158814767,1212.421285375714,0,0,0,0
6,92,1220.004811693628,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,0,1218.602482698718,1218.566610671594,1215.90796737239,1213.931158814767,0,0,0,0
6,93,1222.751817933471,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,0,1220.004811693628,1218.602482698718,1218.566610671594,1215.90796737239,0,0,0,0
6,94,1224.523096112138,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,0,1222.751817933471,1220.004811693628,1218.602482698718,1218.566610671594,0,0,0,0
6,95,1227.939516175556,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,0,1224.523096112138,1222.751817933471,1220.004811693628,1218.602482698718,0,0,0,0
6,96,1230.415898493042,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,0,1227.939516175556,1224.523096112138,1222.751817933471,1220.004811693628,0,0,0,0
6,97,1229.237787854174,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,0,1230.415898493042,1227.939516175556,1224.523096112138,1222.751817933471,0,0,0,0
6,98,1227.515973132015,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,4,1229.237787854174,1230.415898493042,1227.939516175556,1224.523096112138,0,0,0,0
6,99,1219.942901770629,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,4,1227.515973132015,1229.237787854174,1230.415898493042,1227.939516175556,4,0,0,0
6,100,1220.485518242263,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1,1219.942901770629,1227.515973132015,1229.237787854174,1230.415898493042,4,4,0,0
6,101,1223.729794677406,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,0,1220.485518242263,1219.942901770629,1227.515973132015,1229.237787854174,1,4,4,0
6,102,1225.270318566087,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,0,1223.729794677406,1220.485518242263,1219.942901770629,1227.515973132015,0,1,4,4
6,103,1225.661692115094,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,0,1225.270318566087,1223.729794677406,1220.485518242263,1219.942901770629,0,0,1,4
6,104,1225.991181704961,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,0,1225.661692115094,1225.270318566087,1223.729794677406,1220.485518242263,0,0,0,1
6,105,1224.356050558827,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,,0,1225.991181704961,1225.661692115094,1225.270318566087,1223.729794677406,0,0,0,0
6,106,1223.358562572746,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,,,0,1224.356050558827,1225.991181704961,1225.661692115094,1225.270318566087,0,0,0,0
6,107,1223.7383125649,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,,,,,1223.358562572746,1224.356050558827,1225.991181704961,1225.661692115094,0,0,0,0
6,108,1223.540083769782,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,,,,,,1223.7383125649,1223.358562572746,1224.356050558827,1225.991181704961,,0,0,0
6,109,1222.809864351079,1222.951613907657,1223.367112138786,1223.542217353559,,,,,,,,,1223.540083769782,1223.7383125649,1223.358562572746,1224.356050558827,,,0,0
6,110,1222.951613907657,1223.367112138786,1223.542217353559,,,,,,,,,,1222.809864351079,1223.540083769782,1223.7383125649,1223.358562572746,,,,0
6,111,1223.367112138786,1223.542217353559,,,,,,,,,,,1222.951613907657,1222.809864351079,1223.540083769782,1223.7383125649,,,,
6,112,1223.542217353559,,,,,,,,,,,,1223.367112138786,1222.951613907657,1222.809864351079,1223.540083769782,,,,
7,41,1408.767031004067,1408.778417081074,1409.686186049694,1410.966979310305,1412.376176257158,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,0,1408.281646252808,1406.955005235407,1405.147175948094,1404.387663586533,0,0,0,0
7,42,1408.778417081074,1409.686186049694,1410.966979310305,1412.376176257158,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,0,1408.767031004067,1408.281646252808,1406.955005235407,1405.147175948094,0,0,0,0
7,43,1409.686186049694,1410.966979310305,1412.376176257158,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,0,1408.778417081074,1408.767031004067,1408.281646252808,1406.955005235407,0,0,0,0
7,44,1410.966979310305,1412.376176257158,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,0,1409.686186049694,1408.778417081074,1408.767031004067,1408.281646252808,0,0,0,0
7,45,1412.376176257158,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,0,1410.966979310305,1409.686186049694,1408.778417081074,1408.767031004067,0,0,0,0
7,46,1413.036068533226,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,0,1412.376176257158,1410.966979310305,1409.686186049694,1408.778417081074,0,0,0,0
7,47,1413.565545446489,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,0,1413.036068533226,1412.376176257158,1410.966979310305,1409.686186049694,0,0,0,0
7,48,1414.221704466935,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,0,1413.565545446489,1413.036068533226,1412.376176257158,1410.966979310305,0,0,0,0
7,49,1415.084928428177,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,0,1414.221704466935,1413.565545446489,1413.036068533226,1412.376176257158,0,0,0,0
7,50,1415.840359785842,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,0,1415.084928428177,1414.221704466935,1413.565545446489,1413.036068533226,0,0,0,0
7,51,1416.7417083306,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,0,1415.840359785842,1415.084928428177,1414.221704466935,1413.565545446489,0,0,0,0
7,52,1417.769078245908,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,0,1416.7417083306,1415.840359785842,1415.084928428177,1414.221704466935,0,0,0,0
7,53,1419.244637360212,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,0,1417.769078245908,1416.7417083306,1415.840359785842,1415.084928428177,0,0,0,0
7,54,1419.897160408186,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,0,1419.244637360212,1417.769078245908,1416.7417083306,1415.840359785842,0,0,0,0
7,55,1421.325555185356,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,0,1419.897160408186,1419.244637360212,1417.769078245908,1416.7417083306,0,0,0,0
7,56,1423.518608515273,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,0,1421.325555185356,1419.897160408186,1419.244637360212,1417.769078245908,0,0,0,0
7,57,1425.583125042783,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,0,1423.518608515273,1421.325555185356,1419.897160408186,1419.244637360212,0,0,0,0
7,58,1427.937790471883,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,0,1425.583125042783,1423.518608515273,1421.325555185356,1419.897160408186,0,0,0,0
7,59,1430.303716962406,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,0,1427.937790471883,1425.583125042783,1423.518608515273,1421.325555185356,0,0,0,0
7,60,1431.914757069592,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,0,1430.303716962406,1427.937790471883,1425.583125042783,1423.518608515273,0,0,0,0
7,61,1433.489694219972,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,0,1431.914757069592,1430.303716962406,1427.937790471883,1425.583125042783,0,0,0,0
7,62,1433.872731775783,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,0,1433.489694219972,1431.914757069592,1430.303716962406,1427.937790471883,0,0,0,0
7,63,1434.440009336841,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,0,1433.872731775783,1433.489694219972,1431.914757069592,1430.303716962406,0,0,0,0
7,64,1435.483038923401,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1,1434.440009336841,1433.872731775783,1433.489694219972,1431.914757069592,0,0,0,0
7,65,1436.095985461518,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,0,1435.483038923401,1434.440009336841,1433.872731775783,1433.489694219972,1,0,0,0
7,66,1435.844689202447,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,0,1436.095985461518,1435.483038923401,1434.440009336841,1433.872731775783,0,1,0,0
7,67,1435.342922172883,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,0,1435.844689202447,1436.095985461518,1435.483038923401,1434.440009336841,0,0,1,0
7,68,1435.955912150805,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,0,1435.342922172883,1435.844689202447,1436.095985461518,1435.483038923401,0,0,0,1
7,69,1437.574639230376,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,0,1435.955912150805,1435.342922172883,1435.844689202447,1436.095985461518,0,0,0,0
7,70,1439.03411321543,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,0,1437.574639230376,1435.955912150805,1435.342922172883,1435.844689202447,0,0,0,0
7,71,1440.031843003722,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,2,1439.03411321543,1437.574639230376,1435.955912150805,1435.342922172883,0,0,0,0
7,72,1440.172564085863,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,4,1440.031843003722,1439.03411321543,1437.574639230376,1435.955912150805,2,0,0,0
7,73,1441.008375320853,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,5,1440.172564085863,1440.031843003722,1439.03411321543,1437.574639230376,4,2,0,0
7,74,1441.692462303389,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,5,1441.008375320853,1440.172564085863,1440.031843003722,1439.03411321543,5,4,2,0
7,75,1443.279853661948,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,3,1441.692462303389,1441.008375320853,1440.172564085863,1440.031843003722,5,5,4,2
7,76,1445.140424698424,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,0,1443.279853661948,1441.692462303389,1441.008375320853,1440.172564085863,3,5,5,4
7,77,1446.681246389808,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,0,1445.140424698424,1443.279853661948,1441.692462303389,1441.008375320853,0,3,5,5
7,78,1448.257200891743,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,0,1446.681246389808,1445.140424698424,1443.279853661948,1441.692462303389,0,0,3,5
7,79,1449.645222576061,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,0,1448.257200891743,1446.681246389808,1445.140424698424,1443.279853661948,0,0,0,3
7,80,1452.115037444336,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,0,1449.645222576061,1448.257200891743,1446.681246389808,1445.140424698424,0,0,0,0
7,81,1453.951729550283,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,0,1452.115037444336,1449.645222576061,1448.257200891743,1446.681246389808,0,0,0,0
7,82,1455.484683958001,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,0,1453.951729550283,1452.115037444336,1449.645222576061,1448.257200891743,0,0,0,0
7,83,1456.17014335742,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,0,1455.484683958001,1453.951729550283,1452.115037444336,1449.645222576061,0,0,0,0
7,84,1456.447964938526,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,0,1456.17014335742,1455.484683958001,1453.951729550283,1452.115037444336,0,0,0,0
7,85,1457.272666070949,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,0,1456.447964938526,1456.17014335742,1455.484683958001,1453.951729550283,0,0,0,0
7,86,1457.585889507297,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,0,1457.272666070949,1456.447964938526,1456.17014335742,1455.484683958001,0,0,0,0
7,87,1457.588728527229,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,0,1457.585889507297,1457.272666070949,1456.447964938526,1456.17014335742,0,0,0,0
7,88,1459.092721608734,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,1465.91235278891,0,1457.588728527229,1457.585889507297,1457.272666070949,1456.447964938526,0,0,0,0
7,89,1460.539450113887,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,1465.91235278891,1464.109015259678,0,1459.092721608734,1457.588728527229,1457.585889507297,1457.272666070949,0,0,0,0
7,90,1461.550176631671,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,1465.91235278891,1464.109015259678,1464.89322591135,0,1460.539450113887,1459.092721608734,1457.588728527229,1457.585889507297,0,0,0,0
7,91,1461.97516148365,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,1465.91235278891,1464.109015259678,1464.89322591135,1465.996511900807,0,1461.550176631671,1460.539450113887,1459.092721608734,1457.588728527229,0,0,0,0
7,92,1463.235464201123,1464.87921793493,1465.641921927023,1467.113174947267,1467.791869398676,1467.664001984487,1465.91235278891,1464.109015259678,1464.89322591135,1465.996511900807,1467.087956795229,0,1461.97516148365,1461.550176631671,1460.539450113887,1459.092721608734,0,0,0,0
